text,category,sentiment,priority,cleaned_text
My return was rejected but the item was faulty This is urgent.,returns,negative,medium,return rejected item faulty urgent
The mobile app is very slow and keeps freezing I have been waiting for days.,technical_support,neutral,urgent,mobile app slow keeps freezing waiting days
How do I initiate a return for a damaged item I have been waiting for days.,returns,negative,medium,initiate return damaged item waiting days
Thank you for resolving my issue so quickly I have been waiting for days.,feedback,positive,low,thank resolving issue quickly waiting days
The customer support team was incredibly helpful This is urgent.,feedback,neutral,medium,customer support team incredibly helpful urgent
Does this product come with a warranty Please help me.,product_inquiry,neutral,medium,does product come warranty help
I am very unhappy with the service I received I am very frustrated.,complaint,negative,medium,unhappy service received frustrated
How long will my order take to arrive I am very frustrated.,shipping,neutral,low,long order arrive frustrated
I need to change my delivery address I have been waiting for days.,shipping,neutral,high,need change delivery address waiting days
Nobody is responding to my previous emails This is urgent.,complaint,negative,high,responding previous emails urgent
I think the mobile app needs a dark mode I am very frustrated.,feedback,positive,low,think mobile app needs dark mode frustrated
The customer support team was incredibly helpful I have been waiting for days.,feedback,positive,low,customer support team incredibly helpful waiting days
The tracking number is not updating Thank you in advance.,shipping,negative,low,tracking number updating thank advance
